Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2002T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2002T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2001T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2001T3;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2001T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2001T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2000T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2000T3;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2000T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por otras causas;2000T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2007T4;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2007T3;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2007T2;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2007T1;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2006T4;0,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2006T3;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2006T2;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2006T1;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2005T4;0,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2005T3;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2005T2;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2005T1;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2004T4;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2004T3;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2004T2;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2004T1;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2003T4;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2003T3;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2003T2;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2003T1;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2002T4;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2002T3;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2002T2;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2002T1;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2001T4;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2001T3;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2001T2;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2001T1;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2000T4;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2000T3;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2000T2;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2000T1;0,7
Industria;Horas pactadas;2007T4;165,1
Industria;Horas pactadas;2007T3;166,1
Industria;Horas pactadas;2007T2;165
Industria;Horas pactadas;2007T1;165,4
Industria;Horas pactadas;2006T4;165,2
Industria;Horas pactadas;2006T3;165,8
Industria;Horas pactadas;2006T2;165
Industria;Horas pactadas;2006T1;165,3
Industria;Horas pactadas;2005T4;165,7
Industria;Horas pactadas;2005T3;166,7
Industria;Horas pactadas;2005T2;165,8
Industria;Horas pactadas;2005T1;166
Industria;Horas pactadas;2004T4;166,3
Industria;Horas pactadas;2004T3;167,5
Industria;Horas pactadas;2004T2;166,2
Industria;Horas pactadas;2004T1;166,7
Industria;Horas pactadas;2003T4;166,7
Industria;Horas pactadas;2003T3;167,7
Industria;Horas pactadas;2003T2;166,3
Industria;Horas pactadas;2003T1;167,2
Industria;Horas pactadas;2002T4;167,6
Industria;Horas pactadas;2002T3;168,3
Industria;Horas pactadas;2002T2;167,3
Industria;Horas pactadas;2002T1;167,6
Industria;Horas pactadas;2001T4;168,1
Industria;Horas pactadas;2001T3;168,6
Industria;Horas pactadas;2001T2;167,6
Industria;Horas pactadas;2001T1;168
Industria;Horas pactadas;2000T4;168,1
Industria;Horas pactadas;2000T3;168,9
Industria;Horas pactadas;2000T2;167,6
Industria;Horas pactadas;2000T1;167,7
Industria;Horas pagadas;2007T4;166,2
Industria;Horas pagadas;2007T3;167,2
Industria;Horas pagadas;2007T2;166,1
Industria;Horas pagadas;2007T1;166,6
Industria;Horas pagadas;2006T4;166,5
Industria;Horas pagadas;2006T3;167,1
Industria;Horas pagadas;2006T2;166,4
Industria;Horas pagadas;2006T1;166,4
Industria;Horas pagadas;2005T4;167
Industria;Horas pagadas;2005T3;167,9
Industria;Horas pagadas;2005T2;166,9
Industria;Horas pagadas;2005T1;167,1
Industria;Horas pagadas;2004T4;167,5
Industria;Horas pagadas;2004T3;168,9
Industria;Horas pagadas;2004T2;167,3
Industria;Horas pagadas;2004T1;167,8
Industria;Horas pagadas;2003T4;167,9
Industria;Horas pagadas;2003T3;168,8
Industria;Horas pagadas;2003T2;167,4
Industria;Horas pagadas;2003T1;168,4
Industria;Horas pagadas;2002T4;168,9
Industria;Horas pagadas;2002T3;169,6
Industria;Horas pagadas;2002T2;167,9
Industria;Horas pagadas;2002T1;168,7
Industria;Horas pagadas;2001T4;169,2
Industria;Horas pagadas;2001T3;169,7
Industria;Horas pagadas;2001T2;168,6
Industria;Horas pagadas;2001T1;169
Industria;Horas pagadas;2000T4;169,5
Industria;Horas pagadas;2000T3;170,1
Industria;Horas pagadas;2000T2;168,7
Industria;Horas pagadas;2000T1;168,9
Industria;Horas efectivas;2007T4;139,2
Industria;Horas efectivas;2007T3;126,6
Industria;Horas efectivas;2007T2;144,3
Industria;Horas efectivas;2007T1;150,7
Industria;Horas efectivas;2006T4;139,4
Industria;Horas efectivas;2006T3;127,7
Industria;Horas efectivas;2006T2;144,4
Industria;Horas efectivas;2006T1;151,4
Industria;Horas efectivas;2005T4;141,1
Industria;Horas efectivas;2005T3;128
Industria;Horas efectivas;2005T2;150,9
Industria;Horas efectivas;2005T1;145,7
Industria;Horas efectivas;2004T4;141,2
Industria;Horas efectivas;2004T3;130,6
Industria;Horas efectivas;2004T2;148,1
Industria;Horas efectivas;2004T1;150,6
Industria;Horas efectivas;2003T4;146,1
Industria;Horas efectivas;2003T3;129,1
Industria;Horas efectivas;2003T2;146,2
Industria;Horas efectivas;2003T1;152,3
Industria;Horas efectivas;2002T4;145,3
Industria;Horas efectivas;2002T3;130
Industria;Horas efectivas;2002T2;152
Industria;Horas efectivas;2002T1;149,6
Industria;Horas efectivas;2001T4;144,6
Industria;Horas efectivas;2001T3;130
Industria;Horas efectivas;2001T2;148,7
Industria;Horas efectivas;2001T1;156
Industria;Horas efectivas;2000T4;146
Industria;Horas efectivas;2000T3;128,9
Industria;Horas efectivas;2000T2;149,9
Industria;Horas efectivas;2000T1;155,9
Industria;Horas no trabajadas;2007T4;27,3
Industria;Horas no trabajadas;2007T3;40,9
Industria;Horas no trabajadas;2007T2;22,2
Industria;Horas no trabajadas;2007T1;16,1
Industria;Horas no trabajadas;2006T4;27,4
Industria;Horas no trabajadas;2006T3;39,6
Industria;Horas no trabajadas;2006T2;22,3
Industria;Horas no trabajadas;2006T1;15,4
Industria;Horas no trabajadas;2005T4;26,2
Industria;Horas no trabajadas;2005T3;40,1
Industria;Horas no trabajadas;2005T2;16,3
Industria;Horas no trabajadas;2005T1;21,8
Industria;Horas no trabajadas;2004T4;26,8
Industria;Horas no trabajadas;2004T3;38,6
Industria;Horas no trabajadas;2004T2;19,7
Industria;Horas no trabajadas;2004T1;17,5
Industria;Horas no trabajadas;2003T4;22,1
Industria;Horas no trabajadas;2003T3;40,1
Industria;Horas no trabajadas;2003T2;21,6
Industria;Horas no trabajadas;2003T1;16,4
Industria;Horas no trabajadas;2002T4;24
Industria;Horas no trabajadas;2002T3;39,9
Industria;Horas no trabajadas;2002T2;16,8
Industria;Horas no trabajadas;2002T1;19,5
Industria;Horas no trabajadas;2001T4;25
Industria;Horas no trabajadas;2001T3;39,9
Industria;Horas no trabajadas;2001T2;20,3
Industria;Horas no trabajadas;2001T1;13,4
Industria;Horas no trabajadas;2000T4;23,9
Industria;Horas no trabajadas;2000T3;41,6
Industria;Horas no trabajadas;2000T2;19,3
Industria;Horas no trabajadas;2000T1;13,4
Industria;Horas no trabajadas y pagadas;2007T4;27,1
Industria;Horas no trabajadas y pagadas;2007T3;40,7
Industria;Horas no trabajadas y pagadas;2007T2;21,9
Industria;Horas no trabajadas y pagadas;2007T1;16
Industria;Horas no trabajadas y pagadas;2006T4;27,2
Industria;Horas no trabajadas y pagadas;2006T3;39,5
Industria;Horas no trabajadas y pagadas;2006T2;22,1
Industria;Horas no trabajadas y pagadas;2006T1;15,2
Industria;Horas no trabajadas y pagadas;2005T4;26
Industria;Horas no trabajadas y pagadas;2005T3;40
Industria;Horas no trabajadas y pagadas;2005T2;16,1
Industria;Horas no trabajadas y pagadas;2005T1;21,6
Industria;Horas no trabajadas y pagadas;2004T4;26,4
Industria;Horas no trabajadas y pagadas;2004T3;38,5
Industria;Horas no trabajadas y pagadas;2004T2;19,3
Industria;Horas no trabajadas y pagadas;2004T1;17,3
Industria;Horas no trabajadas y pagadas;2003T4;21,9
Industria;Horas no trabajadas y pagadas;2003T3;39,8
Industria;Horas no trabajadas y pagadas;2003T2;21,3
Industria;Horas no trabajadas y pagadas;2003T1;16,2
Industria;Horas no trabajadas y pagadas;2002T4;23,8
Industria;Horas no trabajadas y pagadas;2002T3;39,7
Industria;Horas no trabajadas y pagadas;2002T2;16
Industria;Horas no trabajadas y pagadas;2002T1;19,3
Industria;Horas no trabajadas y pagadas;2001T4;24,7
Industria;Horas no trabajadas y pagadas;2001T3;39,8
Industria;Horas no trabajadas y pagadas;2001T2;20,1
Industria;Horas no trabajadas y pagadas;2001T1;13,1
Industria;Horas no trabajadas y pagadas;2000T4;23,7
Industria;Horas no trabajadas y pagadas;2000T3;41,5
Industria;Horas no trabajadas y pagadas;2000T2;19,1
Industria;Horas no trabajadas y pagadas;2000T1;13,2
Industria;Horas no trabajadas y no pagadas;2007T4;0,2
Industria;Horas no trabajadas y no pagadas;2007T3;0,2
Industria;Horas no trabajadas y no pagadas;2007T2;0,3
Industria;Horas no trabajadas y no pagadas;2007T1;0,1
Industria;Horas no trabajadas y no pagadas;2006T4;0,2
Industria;Horas no trabajadas y no pagadas;2006T3;0,1
Industria;Horas no trabajadas y no pagadas;2006T2;0,2
Industria;Horas no trabajadas y no pagadas;2006T1;0,2
Industria;Horas no trabajadas y no pagadas;2005T4;0,3
Industria;Horas no trabajadas y no pagadas;2005T3;0,2
Industria;Horas no trabajadas y no pagadas;2005T2;0,2
Industria;Horas no trabajadas y no pagadas;2005T1;0,2
Industria;Horas no trabajadas y no pagadas;2004T4;0,3
Industria;Horas no trabajadas y no pagadas;2004T3;0,2
Industria;Horas no trabajadas y no pagadas;2004T2;0,4
Industria;Horas no trabajadas y no pagadas;2004T1;0,2
Industria;Horas no trabajadas y no pagadas;2003T4;0,2
Industria;Horas no trabajadas y no pagadas;2003T3;0,2
Industria;Horas no trabajadas y no pagadas;2003T2;0,2
Industria;Horas no trabajadas y no pagadas;2003T1;0,2
Industria;Horas no trabajadas y no pagadas;2002T4;0,2
Industria;Horas no trabajadas y no pagadas;2002T3;0,2
Industria;Horas no trabajadas y no pagadas;2002T2;0,8
Industria;Horas no trabajadas y no pagadas;2002T1;0,2
Industria;Horas no trabajadas y no pagadas;2001T4;0,2
Industria;Horas no trabajadas y no pagadas;2001T3;0,2
Industria;Horas no trabajadas y no pagadas;2001T2;0,3
Industria;Horas no trabajadas y no pagadas;2001T1;0,2
Industria;Horas no trabajadas y no pagadas;2000T4;0,2
Industria;Horas no trabajadas y no pagadas;2000T3;0,2
Industria;Horas no trabajadas y no pagadas;2000T2;0,2
Industria;Horas no trabajadas y no pagadas;2000T1;0,2
Industria;Horas no trabajadas por vacaciones;2007T4;5,8
Industria;Horas no trabajadas por vacaciones;2007T3;29,1
Industria;Horas no trabajadas por vacaciones;2007T2;2,9
Industria;Horas no trabajadas por vacaciones;2007T1;2,2
Industria;Horas no trabajadas por vacaciones;2006T4;5
Industria;Horas no trabajadas por vacaciones;2006T3;27,3
Industria;Horas no trabajadas por vacaciones;2006T2;2,8
Industria;Horas no trabajadas por vacaciones;2006T1;2,2
Industria;Horas no trabajadas por vacaciones;2005T4;5,6
Industria;Horas no trabajadas por vacaciones;2005T3;27,8
Industria;Horas no trabajadas por vacaciones;2005T2;2,4
Industria;Horas no trabajadas por vacaciones;2005T1;2,7
Industria;Horas no trabajadas por vacaciones;2004T4;5,4
Industria;Horas no trabajadas por vacaciones;2004T3;28,9
Industria;Horas no trabajadas por vacaciones;2004T2;2,9
Industria;Horas no trabajadas por vacaciones;2004T1;2,2
Industria;Horas no trabajadas por vacaciones;2003T4;5,3
Industria;Horas no trabajadas por vacaciones;2003T3;28,7
Industria;Horas no trabajadas por vacaciones;2003T2;2,7
Industria;Horas no trabajadas por vacaciones;2003T1;1,8
Industria;Horas no trabajadas por vacaciones;2002T4;5,3
Industria;Horas no trabajadas por vacaciones;2002T3;28,6
Industria;Horas no trabajadas por vacaciones;2002T2;2,2
Industria;Horas no trabajadas por vacaciones;2002T1;2
Industria;Horas no trabajadas por vacaciones;2001T4;4,3
Industria;Horas no trabajadas por vacaciones;2001T3;29,4
Industria;Horas no trabajadas por vacaciones;2001T2;2,6
Industria;Horas no trabajadas por vacaciones;2001T1;1,6
Industria;Horas no trabajadas por vacaciones;2000T4;4,2
Industria;Horas no trabajadas por vacaciones;2000T3;30,9
Industria;Horas no trabajadas por vacaciones;2000T2;2,4
Industria;Horas no trabajadas por vacaciones;2000T1;1,9
Industria;Horas no trabajadas por fiestas;2007T4;13
Industria;Horas no trabajadas por fiestas;2007T3;4,2
Industria;Horas no trabajadas por fiestas;2007T2;10,3
Industria;Horas no trabajadas por fiestas;2007T1;5,3
Industria;Horas no trabajadas por fiestas;2006T4;14,5
Industria;Horas no trabajadas por fiestas;2006T3;5
Industria;Horas no trabajadas por fiestas;2006T2;10,6
Industria;Horas no trabajadas por fiestas;2006T1;4,7
Industria;Horas no trabajadas por fiestas;2005T4;12,5
Industria;Horas no trabajadas por fiestas;2005T3;4,5
Industria;Horas no trabajadas por fiestas;2005T2;5,4
Industria;Horas no trabajadas por fiestas;2005T1;10,7
Industria;Horas no trabajadas por fiestas;2004T4;13,1
Industria;Horas no trabajadas por fiestas;2004T3;2,5
Industria;Horas no trabajadas por fiestas;2004T2;8,6
Industria;Horas no trabajadas por fiestas;2004T1;7,4
Industria;Horas no trabajadas por fiestas;2003T4;8,6
Industria;Horas no trabajadas por fiestas;2003T3;4,2
Industria;Horas no trabajadas por fiestas;2003T2;10,8
Industria;Horas no trabajadas por fiestas;2003T1;7
Industria;Horas no trabajadas por fiestas;2002T4;11,1
Industria;Horas no trabajadas por fiestas;2002T3;4,5
Industria;Horas no trabajadas por fiestas;2002T2;6,4
Industria;Horas no trabajadas por fiestas;2002T1;9,8
Industria;Horas no trabajadas por fiestas;2001T4;13,4
Industria;Horas no trabajadas por fiestas;2001T3;4
Industria;Horas no trabajadas por fiestas;2001T2;10,3
Industria;Horas no trabajadas por fiestas;2001T1;4,4
Industria;Horas no trabajadas por fiestas;2000T4;12,9
Industria;Horas no trabajadas por fiestas;2000T3;4,5
Industria;Horas no trabajadas por fiestas;2000T2;9,6
Industria;Horas no trabajadas por fiestas;2000T1;3,8
Industria;Horas no trabajadas por I.T;2007T4;6,1
Industria;Horas no trabajadas por I.T;2007T3;5,7
Industria;Horas no trabajadas por I.T;2007T2;6,6
Industria;Horas no trabajadas por I.T;2007T1;6,6
Industria;Horas no trabajadas por I.T;2006T4;6,1
Industria;Horas no trabajadas por I.T;2006T3;5,6
Industria;Horas no trabajadas por I.T;2006T2;6,4
Industria;Horas no trabajadas por I.T;2006T1;6,4
Industria;Horas no trabajadas por I.T;2005T4;6,1
Industria;Horas no trabajadas por I.T;2005T3;6
Industria;Horas no trabajadas por I.T;2005T2;6,4
Industria;Horas no trabajadas por I.T;2005T1;6,5
Industria;Horas no trabajadas por I.T;2004T4;6,2
Industria;Horas no trabajadas por I.T;2004T3;5,5
Industria;Horas no trabajadas por I.T;2004T2;6,1
Industria;Horas no trabajadas por I.T;2004T1;6,2
Industria;Horas no trabajadas por I.T;2003T4;6,2
Industria;Horas no trabajadas por I.T;2003T3;5,5
Industria;Horas no trabajadas por I.T;2003T2;5,9
Industria;Horas no trabajadas por I.T;2003T1;5,8
Industria;Horas no trabajadas por I.T;2002T4;5,6
Industria;Horas no trabajadas por I.T;2002T3;5
Industria;Horas no trabajadas por I.T;2002T2;5,6
Industria;Horas no trabajadas por I.T;2002T1;5,8
Industria;Horas no trabajadas por I.T;2001T4;5,2
Industria;Horas no trabajadas por I.T;2001T3;5
Industria;Horas no trabajadas por I.T;2001T2;5,6
Industria;Horas no trabajadas por I.T;2001T1;5,5
Industria;Horas no trabajadas por I.T;2000T4;5
Industria;Horas no trabajadas por I.T;2000T3;4,7
Industria;Horas no trabajadas por I.T;2000T2;5,2
Industria;Horas no trabajadas por I.T;2000T1;5,3
Industria;Horas no trabajadas por maternidad;2007T4;0,7
Industria;Horas no trabajadas por maternidad;2007T3;0,6
Industria;Horas no trabajadas por maternidad;2007T2;0,6
Industria;Horas no trabajadas por maternidad;2007T1;0,5
Industria;Horas no trabajadas por maternidad;2006T4;0,4
Industria;Horas no trabajadas por maternidad;2006T3;0,4
Industria;Horas no trabajadas por maternidad;2006T2;0,5
Industria;Horas no trabajadas por maternidad;2006T1;0,4
Industria;Horas no trabajadas por maternidad;2005T4;0,4
Industria;Horas no trabajadas por maternidad;2005T3;0,4
Industria;Horas no trabajadas por maternidad;2005T2;0,4
Industria;Horas no trabajadas por maternidad;2005T1;0,4
Industria;Horas no trabajadas por maternidad;2004T4;0,4
Industria;Horas no trabajadas por maternidad;2004T3;0,5
Industria;Horas no trabajadas por maternidad;2004T2;0,4
Industria;Horas no trabajadas por maternidad;2004T1;0,4
Industria;Horas no trabajadas por maternidad;2003T4;0,4
Industria;Horas no trabajadas por maternidad;2003T3;0,4
Industria;Horas no trabajadas por maternidad;2003T2;0,4
Industria;Horas no trabajadas por maternidad;2003T1;0,3
Industria;Horas no trabajadas por maternidad;2002T4;0,4
Industria;Horas no trabajadas por maternidad;2002T3;0,4
Industria;Horas no trabajadas por maternidad;2002T2;0,4
Industria;Horas no trabajadas por maternidad;2002T1;0,3
Industria;Horas no trabajadas por maternidad;2001T4;0,3
Industria;Horas no trabajadas por maternidad;2001T3;0,3
Industria;Horas no trabajadas por maternidad;2001T2;0,2
Industria;Horas no trabajadas por maternidad;2001T1;0,2
Industria;Horas no trabajadas por maternidad;2000T4;0,2
Industria;Horas no trabajadas por maternidad;2000T3;0,3
Industria;Horas no trabajadas por maternidad;2000T2;0,3
Industria;Horas no trabajadas por maternidad;2000T1;0,3
Industria;Horas no trabajadas por permisos remunerados;2007T4;0,7
Industria;Horas no trabajadas por permisos remunerados;2007T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2007T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2007T1;0,6
Industria;Horas no trabajadas por permisos remunerados;2006T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2006T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2006T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2006T1;0,6
Industria;Horas no trabajadas por permisos remunerados;2005T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2005T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2005T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2005T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2004T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2004T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2004T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2004T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2003T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2003T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2003T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2003T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2002T4;0,6
Industria;Horas no trabajadas por permisos remunerados;2002T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2002T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2002T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2001T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2001T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2001T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2001T1;0,5
Industria;Horas no trabajadas por permisos remunerados;2000T4;0,5
Industria;Horas no trabajadas por permisos remunerados;2000T3;0,5
Industria;Horas no trabajadas por permisos remunerados;2000T2;0,6
Industria;Horas no trabajadas por permisos remunerados;2000T1;0,7
Industria;Horas no trabajadas por razones técnicas o económicas;2007T4;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2007T3;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2007T2;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2007T1;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2006T4;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2006T3;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2006T2;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2006T1;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2005T4;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2005T3;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2005T2;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2005T1;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2004T4;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2004T3;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2004T2;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2004T1;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2003T4;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2003T3;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2003T2;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2003T1;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2002T4;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2002T3;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2002T2;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2002T1;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2001T4;0,3
Industria;Horas no trabajadas por razones técnicas o económicas;2001T3;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2001T2;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2001T1;0,1
Industria;Horas no trabajadas por razones técnicas o económicas;2000T4;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2000T3;0
Industria;Horas no trabajadas por razones técnicas o económicas;2000T2;0,2
Industria;Horas no trabajadas por razones técnicas o económicas;2000T1;0,3
Industria;Horas no trabajadas por compensación horas extras;2007T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2007T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2007T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2007T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2006T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2006T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2006T2;0,5
Industria;Horas no trabajadas por compensación horas extras;2006T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2005T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2005T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2005T2;0,2
Industria;Horas no trabajadas por compensación horas extras;2005T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2004T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2004T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2004T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2004T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2003T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2003T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2003T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2003T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2002T4;0,1
Industria;Horas no trabajadas por compensación horas extras;2002T3;0,1
Industria;Horas no trabajadas por compensación horas extras;2002T2;0,1
Industria;Horas no trabajadas por compensación horas extras;2002T1;0,1
Industria;Horas no trabajadas por compensación horas extras;2001T4;0,2
